,estimate
اکثر اس زبان کو میمن لوگ بولتے ہیں,4.697114534636355e-20
مباح مباح مباح,4.106522169121895e-08
امید ہے آپ کی آمد سے اس محفل کی رونق میں مزید اضافہ ہوگا,4.073652268171762e-34
پہلی امتوں کا عمل,1.5325003319145408e-10
اور بالاخر مجھے یقین ہو گیا کہ اسلام رائج کا ماحاصل یہ ہے,8.816647866323124e-32
نایاب ، جولائی 23 ، 2013,2.5295286488234307e-15
اف ہم تو چلے,1.5325003319145408e-10
معلوم نہ تھا کدھر گیا دن,2.5295286488234307e-15
زیست آساں بھی ہو سکتی تھی لیکن ہم نے,2.0775130947644742e-22
مطلع فقر پہ خورشید جو چمکا تیرا,1.0788422720903528e-17
لیکن میں بیماری میں بھی لڑ سکتا ہوں,4.697114534636355e-20
والسلام قیس,1.2379419743730079e-05
محبت نے جھکایا ہے سر اچھے اچھوں کا,4.697114534636355e-20
3 - 9 -,1.5325003319145408e-10
""""""" اپنا شعار کسی کا یہ قول ہے""",4.697114534636355e-20
آج پوری تیاری ہے نہ سب کی,1.0788422720903528e-17
مورے اچھے نظام پیا جی,6.100363394219132e-13
کہ ہم غریب ہوئے ہیں انہی کی دولت سے,2.0775130947644742e-22
خودکش حملے ایک پاگل پن ہے : عمران خان,2.0775130947644742e-22
اتنی ہمت کہ ان کم,6.100363394219132e-13
آئیے تکلیف اتنی کیجئے,1.5325003319145408e-10
جب میرے ہاتھ,4.106522169121895e-08
گوبھی کو اگر کم آنچ اور زیادہ نہ پکایا جائے تو اس کی غذائیت برقرار رہتی ہے,4.132934239051387e-41
اس نے تھام لیا,1.5325003319145408e-10
چلیے کہ مقام ہو چکا اب,2.5295286488234307e-15
اصل نام رضا خان سپاہی کے بیٹے تھے,4.697114534636355e-20
وں پہ ڈاکو بیٹھتے یں,6.100363394219132e-13
انہوں نے حقارت سے ڈاکڑ صاحب کی بار بار کی جانے والی پیشکش کو ٹھکرایا تھا,8.825153980596966e-39
مجیب ، جولائی 13 ، 2009,2.5295286488234307e-15
فصل سرما میں سحر کو غسل کر چکنے کے بعد,9.303608385382194e-25
پاکستانی فاسٹ بالرز نے بالنگ اچھی کی,1.0788422720903528e-17
تو یہ تعریف ہی ہوئی نا,2.5295286488234307e-15
ابھی تو بس بقول غالب,6.100363394219132e-13
سب کے سب غائب ہو چکے ہیں,1.0788422720903528e-17
بے سبب ان آنکہوں سے,6.100363394219132e-13
مشہد افغانستان مشہد اسرائیل,1.5325003319145408e-10
آئے مہمان اور جائے نہ پھر,2.5295286488234307e-15
وجود زن سے ہے تصویر کائنات میں رنگ,4.697114534636355e-20
حاصل کیا اور اسے استعمال کرتا رہا کوئی چھ ماہ بعد ان کی اچھی سروس سے لطف اندوز ہونے کے بعد,2.0509198587269608e-50
اس کا بیٹا بھوج ایک کامیاب اور قابل راجہ تھا,9.303608385382194e-25
سیدھا سیدھا کہنا چاہے کم گرمی یا لو گرمی,2.0775130947644742e-22
عامل کو بنیادی طور پر دو حصوں میں تقسیم کیا جاسکتاہے,4.208466538339374e-27
ان کا احوال کبھی لکھوں گا انشا اللہ جہاں دو روپے میں پیٹ بھر کر کھانا ملتا ہے,1.942227296513094e-43
پھر ذرا دیر میں اک لمحہ جدائی کا گرا,2.0775130947644742e-22
ربیعۃ الرائے کا امتحان,1.5325003319145408e-10
ہماری تو بڑی دیر سے یہ حسرت ہے,4.697114534636355e-20
کس خوشی میں رپورٹ کی جارہی ہے,1.0788422720903528e-17
عید مبارک ہو سر آپ کو,2.5295286488234307e-15
ٹیگ : اردو لائبریری ، اپڈیٹ ، جیہ ، پروف ریڈنگ,4.208466538339374e-27
فہیم بھیا بہت ساری مبارک آپ کو,1.0788422720903528e-17
لاجواب کمال فن,4.106522169121895e-08
ایران سے جنگ کا دوسرا دور,2.5295286488234307e-15
علاوہ اس کے ایک زمانے تک عمران سیریز بشمول اظہر اور ابن صفی,8.816647866323124e-32
قیصرانی یعنی مجھے شریف برادران بنا رہے ہیں :,2.0775130947644742e-22
مجرم نے منصف ہیں پکڑے,6.100363394219132e-13
شاید کسی لکیر میں لکھا ہو میرا نام,4.697114534636355e-20
ان کی کتب تاریخ مذاہب اختلافات مذاہب مذاہب کے تقابلی جائزے پر مبنی ہیں,4.073652268171762e-34
چند ایک کلاس کے شاعروں کو چھوڑ کر باقیوں کے بارے یہی کہنا چاہیئے,4.073652268171762e-34
چھوٹا بھائی ثاقب دیر سے آیا تھا اس کا انتظار کرتے کرتے بہت دیر,4.073652268171762e-34
الف انصاف اور بے انصافی,6.100363394219132e-13
آج نہیں کر رہا ناں,6.100363394219132e-13
آج تم شاد سہی مجھ کو رلا کر لیکن,2.0775130947644742e-22
لیکن حیران ہونے والی بات تو یہ ہے کہ میں 28 سال کے بات موٹا ہونے جا رہا ہوں مجھے شک ہے اگر میں اسی طرح کھاتا رہا تو میں جلد ہی موٹا ہو گا,7.017976840846439e-83
سو تری چارہ گری کیا مری بیماری کیا,4.697114534636355e-20
میں اور عمران سیریز کے ناول,2.5295286488234307e-15
بے شک پاکستان زندہ باد,6.100363394219132e-13
زندہ دل,1.2379419743730079e-05
راگ بسنت میں خیال,1.5325003319145408e-10
باب نمبر,1.2379419743730079e-05
آپ کی گوت چیچی ہے,6.100363394219132e-13
اس پرت میں قطبی اشفاق بھی دیکھتے ہیں,4.697114534636355e-20
جو عقل مند ہیں ان سے گزارش ہے کہ ان میں سے کسی کا انتخاب کرلیں,8.825153980596966e-39
اسرائیل کے سرکاری اعداد شمار کے مطابق مصری افواج نے اسرائیل کے طیارے مار گرائے,1.8918464009445433e-36
تمام عمر کی نا معتبر رفاقت سے,1.0788422720903528e-17
رانا ، جولائی 29 ، 2013,2.5295286488234307e-15
میں بھی نہیں بولتی اب,6.100363394219132e-13
2 - نغمہ و شعر کی سوغات - منگل کی شام 9 بجے سے شب کے 12 بجے تک شعر و شاعری,9.74115483237776e-53
میرے جیسے لوگ جو اردو کے علاوہ کوئی زبان نہ جانتے ہوں انکے لئے تو یہ ترجمہ ایک قیمتی سرمائے سے کم نہیں,4.63628829243993e-55
ان ادوار میں مزید اس طرح تقسیم ہو سکتی ہے,9.303608385382194e-25
"""اس کام کے اسپیشلسٹ ہیں ایک ڈاکٹر """" گلشن چورنگی پر """" ڈاکٹر غلام رسول""",1.8918464009445433e-36
سر میں تھا وہ قدرت کا فسوں ساز سے پہلے,9.303608385382194e-25
یعنی طب کے متعلق ہے,6.100363394219132e-13
آپ کی تو پھر سن لیں گے سب,4.697114534636355e-20
اب تک اس کتاب کے کئی ایڈیشن شائع ہو چکے ہیں اور پاکستا میں یہ سب سے زیادہ فروخت ہونے والی کتاب ہے,4.63628829243993e-55
اسی طرح کسی کا غریب یا مفلس ہونا سیاسی معاملات میں اس کے راستے کی رکاوٹ نہیں ہے,1.942227296513094e-43
دماغ ہے تو ڈھونڈ لینا ۔,2.5295286488234307e-15
دیکھئے شاید کسی قابل ہو : سرور عالم راز سرور ۔,4.208466538339374e-27
رقص - از ن م راشد,2.5295286488234307e-15
دل کا عجیب حال ہے فرصت میں بیٹھ کر,2.0775130947644742e-22
تری نگاہ بھی ناکام لوٹ جائے گی,1.0788422720903528e-17
پیر علی محمد راشدی ملک کے واحد سیاستدان تھے جو نہ کبھی عتاب میں آئے نہ کیس داخل ہوا نہ ایبڈو میں آئے اور نہ کبھی جیل میں گئے,5.58073144920859e-69
اب ہم تو اردو سیکھنے سے رہے,1.0788422720903528e-17
نہیں آیا خیالوں میں اگر تو,2.5295286488234307e-15
میں تصویر بنانے کا سوچا تھا مگر اتنی تھکی ہوئی تھی کہ اپنی ٹرین میں جا بیٹھی اور دوسری ٹرین کی تصویر لینا ذہن سے نکل گیا تھا,1.1616249961386989e-66
گنتی میں اسے تین ہزار دو سو اکسٹھ یا بتیس سو اکسٹھ,1.919554555565547e-29
یہاں فن لینڈ میں بعض اوقات اوور ٹائم کے سلسلے میں ٹیکس کی شرح 60 فیصد سے بھی زیادہ ہو جاتی ہے,9.74115483237776e-53
اسی لئے محنتی ہوتے ہیں بہت محنتی تھا میرا بیٹا,9.303608385382194e-25
نیٹ کو ہارٹ اٹیک ہو گیا ہے,1.0788422720903528e-17
ابھی پھر وہی چکر دوبارہ سے,2.5295286488234307e-15
اور انگریزی بھی کوئی ڈھنگ سے پڑھائی جائے تو فائدہ ہو,4.208466538339374e-27
"""سائنس اور سوشل سائنسز """" جاہلانہ علمیت """"""",4.697114534636355e-20
حیرت ہوئی مجھے یہ سنکر کہ ایسے لوگ بھی ہیں جو تہجد نہیں پڑھتے,4.073652268171762e-34
کہیں پیوند ہوں یارب زمیں کے,2.5295286488234307e-15
میرا کوئی قصور نہیں ہے بھیا,2.5295286488234307e-15
لا حول ولا,4.106522169121895e-08
بہت جلد ملاقات ہوگی خوش رہیں,2.5295286488234307e-15
اور یہ نعمت عطا کرنے والے کا صحیح طور شکر ادا کریں,1.919554555565547e-29
تفسیر مدنی,1.2379419743730079e-05
شاہد شاہنواز صاحب اپنے پیش کردہ تیسرے قطعے کے بارے میں رقم طراز ہیں,4.073652268171762e-34
اور ساتھ کان کے چھوٹے چھوٹے ٹکڑے کر کے بون لیس کا مزا یمی ی ی,8.825153980596966e-39
موقع شوخی مارنے کا,1.5325003319145408e-10
ویسے بھی آپ کے بیگ کی طرح سے پردیس میں دل کہیں گم ہو جائے تو بہت مشکل ہو جاتی ہے نا,9.74115483237776e-53
ذاتی ملکیت بنانے کے بھیس میں نجکاری کا عمل,2.0775130947644742e-22
میرے لہجے میں حسرت تھی اور رشک تھا نا کہ شک,4.208466538339374e-27
ایک مشکل سی بہر طور بنی ہوتی ہے,4.697114534636355e-20
بہت شکریہ آپ کا فہد صاحب,2.5295286488234307e-15
سچ پوچھیں تو انہوں نے مریدی کا حق ادا کر دیا اور ہم جیسے کمزور مرید صرف دعائیں ہی کرتے رہ گئے,9.74115483237776e-53
اس سے قبل میں اپنے سٹیٹس کا مجموعہ نمبر 1 اور مجموعہ نمبر 2 بھی شائع کر چکا,1.942227296513094e-43
فرخ منظور ، فروری 6 ، 2009,1.0788422720903528e-17
چائے تو پھر چائے ہے نا جی,1.0788422720903528e-17
مسرور انور,1.2379419743730079e-05
فرحان دانش ، مئی 1 ، 2010,1.0788422720903528e-17
اب جھوٹ اور سچ کے دوراہے پر یوں کھڑے ہوئے,9.303608385382194e-25
1117 عیسوی : آکسفورڈ یونیورسٹی کا قیام,1.0788422720903528e-17
سو وہ نولکھا ہار پہنے کھڑی ہے,1.0788422720903528e-17
اسلوب اور زبان بیان کے حوالے سے بھی انھوں نے اپنی انفرادیت کو برقرار رکھا ہے بقول شوکت سبزواری سرشار زندگی کے مصور نہیں نقاد ہیں ان کی مصوری تخلیق حیات نہیں تنقید حیات ہے,7.017976840846439e-83
او کاکا ویلنٹائن,4.106522169121895e-08
میں یکتا ہیں - یاروں کے یار خان صاحب کے پرستار ہیں اور ہردم آپ کی حوصلہ افزائی پہ یہ صاحب,2.0509198587269608e-50
میری ایک ' مشکوک ' غزل کے چند اشعار برائے اصلاح,4.208466538339374e-27
ہمارے ارادوں میں اور جستجو میں,2.5295286488234307e-15
معافی چاہتا ہوں,4.106522169121895e-08
اب ہر کوئی ہمارے جیسا تھوڑی ہے,1.0788422720903528e-17
تیرے بہتے ہوئے اشکوں کو ادا سمجھے گا,4.697114534636355e-20
طوطے - 2،770 بار,1.5325003319145408e-10
آپ سب کی کا بہت شکریہ,2.5295286488234307e-15
مجھے بھی تمھارے جیتے کی بہت امید تھی اور میں بار بار نتیجہ بھی اسی لیے چیک کرتی رہتی تھی,4.3278564494278774e-48
سری لنکن اوپنرز کے سامنے تمام انگلش بالرز بے بس نظر آئے اے ایف پی,1.8918464009445433e-36
السلام علیکم ۔ صبح النور ۔,2.5295286488234307e-15
آپکی خادم,1.2379419743730079e-05
ذیشان حیدر ، اگست 25 ، 2009,1.0788422720903528e-17
تم نے اپنی ضد پوری کی آخر,1.0788422720903528e-17
ایک اہم بات,4.106522169121895e-08
سن رہے ہو جو حقائق تم یہاں,1.0788422720903528e-17
حال جیسا بھی ہے تجھ کو کیسے,1.0788422720903528e-17
یہاں تو عید کا دوسرا دن ہے اور بارش شروع ہوچکی ہے اور سردی کا دور دورہ ہے,1.942227296513094e-43
باقی رہ گئی اس طرح کی ایجادات کی بات تو آئے دن ایسا کچھ ہوتا رہتا ہے اور,1.942227296513094e-43
انہیں برگزیدہ بناتا ہے اور سیدھی راہ چلاتا ہے,2.0775130947644742e-22
لیے ھاتھ میں کچھ فسانے آے,2.5295286488234307e-15
تو یہ کیا چائنیز میں بات کر ری ہوں تم سے,4.208466538339374e-27
اللہ کی نعمت کا اظہار,6.100363394219132e-13
محمد بلال خان ، جنوری 8 ، 2013,4.697114534636355e-20
لڑ لیتے ہیں الیکشن,1.5325003319145408e-10
یہاں پہنچ کے تو مزہ آ گیا,1.0788422720903528e-17
ساتھ بھی گانا بھی تو گا رہی تھی,4.697114534636355e-20
کتاب آئیے اردو سیکھیں از مرزا خلیل احمد بیگ,2.0775130947644742e-22
بہت خوب شیئرنگ یوسف بھائی,6.100363394219132e-13
قدیم ادوار میں سونے اور چاندی کے سکے ہوتے تھے,9.303608385382194e-25
